pageid,name,revision_id,article_rating
73784749,Mokhtar Didouche,1227200392,Start
76992156,Nadir Kassab,1226271746,Stub
72382864,Nassim Diafat,1213342432,Stub
59012695,Noureddine Bahbouh,1099284595,Stub
77147712,Rabah Bouaziz,1232492563,Start
72391597,Rachid Bladehane,1186319378,Stub
19132132,Saïd Boualam,1240883461,Start
72426997,Saïd Chibane,1230435685,Stub
55843103,Souad Bendjaballah,1134649751,Stub
73643212,Taha Derbal,1213344636,Stub
31973610,Visar Ymeri,1248230838,Stub
41653012,Visarion Xhuvani,1135323365,C
20381423,Xhezair Zaganjori,1143896123,Start
72480952,Yahia Boukhari,1186319308,Stub
71926181,Youcef Belmehdi,1239235131,Stub
72050160,Youcef Chorfa,1214834266,Start
71993130,Abdelhak Saihi,1218004839,Stub
71935892,Abderezak Sebgag,1212579707,Stub
71879294,Abderrachid Tabbi,1218530483,Stub
2911041,Abel Chivukuvuku,1165626565,Start
70373705,Abraão Gourgel,1124441544,Stub
59146803,Adalberto Costa Júnior,1244123151,Stub
67009617,Adjany Costa,1242000475,Start
76157103,Adão Francisco Correia de Almeida,1209524394,Stub
71943191,Ahmed Zeghdar,1213778323,Stub
59160194,Alexandre Sebastião André,1172178750,Stub
59046398,Amar Makhloufi,1235394946,Stub
76863557,Amar Mohammedi,1226279231,Start
76157096,Ana Paula Chantre Luna de Carvalho,1209514022,Stub
66494161,Arlete Chimbinda,1177486404,Start
52461596,Azzedine Mihoubi,1233387309,Start
72067076,Bachir Messaitfa,1186318318,Stub
76156970,Bernarda Gonçalves Martins,1210193481,Stub
71800445,Brahim Merad,1244511083,Start
35728776,Carolina Cerqueira,1241977204,C
59103471,Cherif Rahmani,1053461144,Stub
76156983,Diamantino Pedro Azevedo,1209522689,Stub
76157043,Faustina Fernandes Inglês de Almeida Alves,1209514085,Stub
70373619,Fiel Domingos Constantino,1217387083,Stub
72040941,Hichem Sofiane Salaouatchi,1212186286,Stub
7182495,Jeremias Chitunda,1220287872,Start
76157012,Jesus Faria Maiato,1209631313,Stub
76157150,Jofre Van-Dúnem Júnior,1242307432,Stub
76157101,José Carvalho da Rocha,1242307441,Stub
76157091,José Luis de Matos,1242307337,Stub
71062166,João Baptista Borges,1227794006,C
14941379,Kafundanga Chingunji,1191431794,Stub
15020148,Kambamba Kulaxingo,1093124425,Stub
71976718,Kamel Rezig,1215901775,Stub
71943076,Kaoutar Krikou,1213795388,Stub
71936426,Karim Bibi Triki,1213794210,Start
71856593,Laid Rebiga,1248662394,Stub
71984452,Lakhdar Rakhroukh,1186317568,Stub
75419664,Layachi Yaker,1226060720,Start
76216650,Mohamed Ali Boughazi,1213870570,Start
59103344,Mohamed Maghlaoui,1053469610,Stub
69509983,Naima Salhi,1213404244,Stub
71062546,Paulino Baptista,1242307496,Start
67613741,Raul Danda,1158035855,Stub
75534043,Salim Saadi,1229426851,Stub
72004676,Samia Moualfi,1212181372,Stub
59079334,Sassi Lamouri,1181986973,Stub
71935626,Soraya Mouloudji,1226335614,Stub
72058737,Yacine Oualid,1214837789,Stub
71926661,Yassine Merabi,1214841607,Stub
59124706,Álvaro Arnaldo Craveiro,1194150567,Stub
77426307,Alex Browne (politician),1247631794,Stub
76157147,Ana Paula Sacramento Neto,1227909121,Stub
59144273,Augusto da Silva Tomás,1219179734,Stub
70373382,Branca Manuel Espirito Santo,1142474441,Stub
77554952,Caleb Gardiner,1241563135,Stub
70458059,Cheryl Mary Clare Hurst,1242813942,Stub
77325498,Clement Antonio,1241563106,Stub
70459566,Colin O'Neil Browne,1241563118,Stub
15350356,Daniel Ntongi-Nzinga,1187961349,Stub
11645534,David Mendes,1024544204,Stub
12740205,Elias Salupeto Pena,1220287990,Start
59144241,Fernando Faustino Muteka,1241977176,Stub
76156723,Francisco Manuel Monteiro de Queiróz,1242307454,Stub
70464491,Gail Christian,1241563122,Start
395065,James Carlisle,1242152285,C
57651944,Johnny Eduardo Pinnock,1242307359,Stub
264097,Jonas Savimbi,1246026420,GA
59124604,José Aníbal Lopes Rocha,1242307479,Stub
41153135,José Filomeno dos Santos,1228399791,C
77643490,José Jacinto Van-Dúnem,1242841039,C
57583596,José Ndele,1154991360,Stub
76156726,José Vieira Dias Van-Dúnem,1227004140,Stub
70373537,José da Rocha,1153488959,Stub
72340359,João Ernesto dos Santos,1226309621,Stub
66363558,Luzia Inglês Van-Dúnem,1240720719,Start
71062374,Luís Gomes Sambo,1242306989,Start
77426752,Mackenzie Frank,1247632329,Stub
59144188,Manuel Bernardo de Sousa,1233607984,Stub
76151935,Manuel Neto da Costa,1209411144,Stub
76151917,Manuel Tavares de Almeida,1209411217,Stub
34653679,Manuel Vicente,1250493481,C
76151884,Marcos Alexandre Nhunga,1209413818,Stub
76151944,Maria Cândida Pereira Teixeira,1218506469,Stub
76156747,Maria do Rosário Teixeira de Alva Sequeira Bragança Sambo,1209513699,Stub
41094312,Mfulupinga Nlando Victor,1243272129,Start
70457407,Osbert Richard Frederick,1241563130,Start
76151960,Paula Cristina Francisco Coelho,1209410923,Stub
76156762,Pedro Mutinde,1209539718,Start
59124349,Pedro Pedalé,1115715527,Stub
70373806,Pinda Simão,1118804168,Stub
4553552,Randolph Beazer,1247631912,Stub
71834725,Rick James (actor),1213836084,C
76157000,Rosa Luís de Sousa Micolo,1246271741,Stub
59124543,Santana André Pitra,1165626399,Stub
76496943,Saíde Mingas,1242306726,GA
75227572,Shenella Mary Shadida Govia,1241563138,Stub
39196935,Studiation Brown,825090349,Stub
1706347,Tim Hector,1227026341,C
866767,Wilfred Jacobs,1246340247,Stub
36172495,William Haynes-Smith,1250666577,C
34245468,Alberto Manuel Campos,1166331326,Start
30075886,Alejo Castex,1231276700,C
56554702,Alincia Williams-Grant,1241592542,Start
33664981,Antonio Bermejo,1225811362,Start
6073785,Antonio Beruti,1243926512,Start
32457882,Bernard Percival,1241564686,Stub
63021574,Carlos Corach,1227620960,Stub
72175365,Carlos de la Rosa,1209668330,Stub
77426320,David Massiah,1247632248,Stub
77426402,Dwayne George,1247631631,Stub
37675541,Dámaso Centeno,1245130520,Stub
70457778,Edmond Mansoor,1248648606,Start
49155928,Exequiel Bustillo,1188044851,Start
77426334,Fabian Jones,1247632282,Stub
53925600,Federico Helguera,1162056054,Start
76609711,Germán Alfaro,1223272051,C
75650879,Guillermo Francos,1245178482,Start
1370238,Harold Lovell,1241564680,Start
9284882,Héctor Bidonde,1250713562,Start
57444909,Héctor Toty Flores,1067754685,Stub
75306515,Jamale Pringle,1241592215,Stub
69840005,Joanne Massiah,1241592526,Stub
59327216,Joaquín Belgrano,1229623675,Start
34245516,Joaquín Samuel de Anchorena,1227458965,Start
77426296,Johnathan Joseph (politician),1241563151,Stub
68921848,Jorge Coscia,1227459720,Stub
34244737,Juan Agustín Augier,1217815148,Stub
75877571,Juan Alemann,1227499891,Stub
68279846,Juan Carlos Del Bello,1225784914,Stub
35019444,Juan Fugl,1148828249,Stub
62063026,Juan José Gómez Centurión,1225793565,Stub
77067103,Kelvin Simon,1241592202,Start
77426354,Kiz Johnson,1247632301,Stub
77328102,Knacyntar Nedd,1247514093,Stub
33775919,Luis Carlos Gómez Centurión,1225793589,Stub
34269206,Luis L. Domínguez,1234469779,C
76905059,Lázaro Chiappe,1232135530,Stub
34116308,Manuel José García,1227616001,Stub
76610410,Marco Aurelio Avellaneda,1233010330,Start
65315071,Mario Cafiero,1135193654,Stub
62520482,Martín Guzmán,1227515965,C
66270219,Melford Nicholas,1241592535,Start
24435828,Máximo Etchecopar,1243279888,Start
77328024,Philip Shoul,1247632342,Stub
77426239,Rawdon Turner,1247632346,Stub
74226514,Rossana Chahla,1227517224,C
34245355,Santiago Gallo,1039135531,Start
77426276,Shawn Nicholas,1247632364,Stub
34237682,Silvano Bores,1225775647,Stub
33983813,Uladislao Augier,1217815124,Stub
11037532,Abel Posse,1245068036,C
65165279,Aldo Pignanelli,1106856167,Stub
13969711,Alejo Peyret,1138003698,B
71194197,Alfredo Olmedo,1226445117,Stub
37614763,Amán Rawson,1226040049,Start
38182964,Andrias Ghukasyan,1214660728,Start
42602703,Andrés Larroque,1248572448,Start
38935009,Aram Grigoryan (politician),1214660921,Start
43861613,Aram Manukyan,1214661551,Start
43580622,Arístides Villanueva,1227361697,Start
75181739,Ashot Arsenyan,1218601969,C
66679031,Carlos Kunkel,1225799546,Stub
4711836,Carlos Petroni,1199679676,C
44314693,Claudio Uberti,1245464700,C
61319752,Enrique S. Quintana,1016343362,Start
64207179,Fernando Iglesias (Argentine politician),1217866134,C
59875492,Fernando Nadra,1238199017,C
51382743,Gevorg Ghazaryan (politician),1180063729,Stub
51382725,Gevorg Melik-Karagyozyan,1180063778,Stub
48718026,Guillermo Montenegro,1096175549,Stub
65758698,Gurgen Egiazaryan,1103745376,Start
62954035,Hayk Chobanyan,1231768992,Start
47716578,Hrant Maloyan,1250311867,C
36611677,Héctor Tizón,1222501416,Start
75290900,Jorge Yoma,1191859791,C
50311956,Juan Mignaburu,1166892817,Stub
43733197,Juan Pablo Schiavi,1195011460,C
34238187,Julián de Leyva,1234698824,Stub
17671927,Khachatur Malumian,1210493386,C
63411508,Lucio Victorio Mansilla,1210433646,Start
60735110,Marcelo Muniagurria,1242262794,Start
2646684,Mariano Moreno,1248788227,FA
75510988,Martín Menem,1247590161,Start
32035804,Martín Sabbatella,1166890663,C
64796030,Miguel Ángel Pesce,1211044406,Start
76521170,Mikayel Kotanyan,1226313476,Start
33618474,Mónica López (politician),797826672,Stub
67425992,Nicolás Massot,1222899462,Start
34227726,Norberto La Porta,1225799869,Stub
39480125,Parunak Ferukhan,1214660598,Stub
59157871,Ricardo Kennedy,1240898573,Stub
76520554,Ruben Miroyan,1228290809,Start
52825646,Ruben Mirzakhanyan,1214661775,Start
30408343,Rómulo Sebastián Naón,1193099129,Start
68384265,Santiago G. O'Farrell,1228141029,Start
49890680,Tigran Karapetyan,1231946069,Start
19327926,Tigran Khzmalyan,1237979345,C
76744874,Vahagn Hovakimyan,1224369324,Start
37676127,Vahan Minakhoryan,1214661649,Stub
68921820,Vigen Chitechyan,1124301399,Stub
67603883,Alfons Adam,1244617588,Start
6149096,Andreas Hörtnagl,1215046038,Stub
32850726,Anton Hofer,1215044432,Start
69622019,Badal Muradyan,1214662146,Start
37015016,Citizens' Ministry,1200893975,C
19949832,Count Václav Antonín Chotek of Chotkov and Vojnín,1214682376,Start
2732436,Eduard Hedvicek,1215043825,Stub
76374912,Eduard von Grebmer zu Wolfsthurn,1216075327,Start
63115789,Ernst Hampel (politician),1232067132,Stub
77411982,Franz Dinghofer,1244619292,GA
20006161,Franz Jetzinger,1214236945,Start
38346616,Friedhelm Frischenschlager,1223497595,Start
7719777,Friedrich Wilhelm von Haugwitz,1215043658,C
33570439,Gabriel Noradoungian,1240224564,C
50404059,Garo Paylan,1249622641,C
34177704,Genrikh Poghosyan,1214662694,Start
31313608,George Abraham von Dyhrn,1231555745,Stub
4197699,Hans Ferlitsch,1240489075,Stub
36079970,Hans Peter Haselsteiner,1226351964,Start
48931564,Heinrich Alfred Barb,1214670404,Start
70735542,Hermann Stern,1215044008,C
63774722,Hrayr Tovmasyan,1243511026,Stub
4256918,Hugo Jury,1225140706,C
4252669,Ingo Appelt,1244447844,Stub
67643004,Ishkhan Saghatelyan,1243510830,GA
5313724,Israel Ori,1214986895,Start
4825936,Joseph Buttinger,1214670744,Start
32207173,Joseph Kenner,1169137921,Start
39588754,Jürgen Himmelbauer,1215045853,Stub
74152574,Karen Sargsyan (sociologist),1217803359,Start
40573188,Kegham Vanigian,1214670011,Start
901939,Konstantin Jireček,1242771327,C
862679,Leopold Berchtold,1228353209,C
42075810,Martiros Sarukhanyan,1214669503,Stub
26429545,"Maximilian Anton Karl, Count Baillet de Latour",1226152632,Start
60026170,Michael Killisch-Horn,1106829544,Stub
76744761,Narine Tukhikyan,1233470777,Start
41520046,Ohannes Tchekidjian,1215201883,Start
38740149,Paul Paul,1215924661,Start
3946756,Prince Carl of Solms-Braunfels,1237091760,C
42869603,Richard von Coudenhove-Kalergi,1243336388,C
54156092,Serop Zakaryan,1222543352,Stub
77186516,Sophia Kircher,1242552103,Stub
8048537,Suren Shadunts,1242146414,Start
39619941,Theodor Kery,1215046740,Stub
46179557,Ulrich Habsburg-Lothringen,1216088776,Start
66901795,Usub Bek Temuryan,1243494457,Stub
19929382,Vartkes Serengülian,1214669611,Start
25145889,Walter Guggenberger,1154443829,Start
7919394,Alexander Zach,1215187552,Stub
75545138,Aliabbas Salahzade,1211047878,Start
749702,Anton von Winzor,1231556425,Stub
65342249,Brigitta Pallauf,1215184008,Start
12993060,Christoph Matznetter,1215054758,Start
19358024,Curt Franz Wenzel Christoph Erdmann Graf Zedtwitz von Moraván und Duppau,1243965585,Start
10253465,Dilara Aliyeva,1236388140,Start
29360859,Elchin Afandiyev,1243626881,Start
8702718,Elmar Lichtenegger,1215483185,Start
5612787,Emil Sax,1215185845,Start
52593010,Enver Alikhanov,1161577254,Stub
64212742,Fazail Agamali,1250642641,C
2503707,Ferdinand Mannlicher,1250188481,C
42225075,Franz Leitner (politician),1215054152,Stub
60176601,Franz Moroder,1228417930,C
42418604,"Georg Adam, Prince of Starhemberg",1215186237,C
4429902,Gerhard Pfanzelter,1238011369,Start
68435651,Gisela Wurm,1215187415,Stub
65497736,Gottfried von Kühnelt-Leddihn,1235730032,Start
74627821,Gregor Razumovsky (activist),1236098636,C
49426725,Gundaker Thomas Starhemberg,1246777408,Start
76191109,Heidemaria Onodi,1246630894,Start
23445933,Heinz Nittel,1226214871,Stub
27135394,Horst Rosenkranz,1215185628,Start
4231920,Hubert Klausner,1242810704,Start
38482652,Johann Anton von Pergen,1248404055,C
30639133,Johann Gregor Memhardt,1226209962,Stub
41832717,Josef Staribacher,1215186443,Stub
5529040,Julius Lippert (historian),1248432097,Stub
16195728,Julius Tandler,1153989705,Start
25798636,Józef Kożdoń,1215053905,C
13125870,Jürgen Mandl,1215054486,Stub
4999454,Karl Freiherr von Vogelsang,1231556362,Start
44960359,Karl Lütgendorf,1231556108,Stub
50536736,Karl Schmitzer,1215186109,Stub
28341664,Karl von Zinzendorf,1240906258,Start
14600677,"Leopold, Count von Thun und Hohenstein",1215186791,C
187247,Leopold Poetsch,1248552155,Start
66505277,Leyla Abdullayeva,1230366514,Start
68477408,Martin Kocher,1241392879,Stub
71057696,Muzamil Abdullayev,1223484511,Stub
76198558,Peter Schieder,1239601735,Start
76188791,Peter Strasser (politician),1240951343,Start
77154880,Reinhold Lopatka,1240127163,Stub
69330409,Renate Mann,1099978355,Stub
77177053,Sonja Zwazl,1235856770,Start
66499801,Tarlan Aliyarbayov,1240965677,GA
28636801,Thomas Prinzhorn,1215185462,C
24165403,Walter Pfrimer,1249288737,C
19746969,Wladimir von Pawlowski,1242446030,Stub
9465756,Abdurrahman Fatalibeyli,1241052691,C
73701173,Afshan Gadimbeyova,1243747432,Start
57656422,Ahmad Kordary,1187254621,Stub
52050192,Ajdar Ismailov,1157124148,C
38404400,Akram Aylisli,1247420701,C
62074177,Ali Asadov,1237483914,C
63443500,Ali Huseynli,1245270394,Start
52606271,Ali Ibrahimov,1244157806,Start
29805797,Ali M. Hasanov,1245282668,C
44931890,Alisahib Huseynov,1246588423,Start
33052057,Alovsat Bakhshiyev,1207738330,Start
64997636,Anar Karimov,1245270299,Start
73414366,Arastun Javadov,1147579900,Stub
71947937,Araz Alizadeh,1246060446,Stub
50559566,Asaf Hajiyev,1235219197,C
76189327,Ashraf Bey Taghiyev,1213943020,Start
76441463,Bakhish bey Rustambeyov,1246060690,Start
20488566,Boris Kevorkov,1217681945,Start
75660406,Chimnaz Aslanova,1245503366,Start
66711673,Farhad Hajiyev,1246286594,Start
71089676,Fazail Ibrahimli,1243509483,Start
76441761,Garib Karimoğlu,1246060699,Start
76013404,Gudrat Gasanguliev,1234004989,Start
65640632,Gurban Khalilov,1243520102,Start
76325547,Haji Molla Ahmad Nuruzade,1239189558,GA
72909644,Hasan Hasanli,1244589428,Start
75801198,Hasan Majidov,1236490430,Start
29447701,Huseyngulu Baghirov,1199215674,Start
45628825,Ilham Madatov,1011331249,Start
76890519,Irshad Aliyev,1225308278,Stub
33064998,Jamil Hasanli,1248447237,C
77024072,Jeyhun Jalilov,1228687346,Start
75784519,Lutfali bey Behbudov,1226230854,C
73560444,Majnun Mammadov,1248225337,Start
76496477,Makhmud Mamed-Guliev,1243510539,Start
52592974,Mamed Iskenderov,1244201378,Start
66066441,Mammad Gurbanov,1237445893,Start
75670592,Mirgasim Cheshmazer,1226415908,Start
75864792,Musa Hacigasimov,1236490449,Stub
70572331,Musa Mammadov,1243510550,Start
66923230,Ramin Mammadov,1248662299,Start
3197492,Rovshan Javadov,1250266366,C
68359822,Saftar Jafarov,1222623261,Start
63784079,Sahil Babayev,1207600921,C
13188885,Solomon Grobshtein,1067081975,Stub
52592892,Teymur Guliyev,1232296078,Stub
36758770,Vidadi Isgandarov,1249203876,Start
65319366,Vilayat Eyvazov,1208072134,Start
40963939,Zakir Hasanov,1224596001,C
74066377,Abdulla Adel Fakhro,1223700072,Start
67065341,Abdullah bin Isa Al Khalifa,1182830303,Start
29387873,Abid Sharifov,1243510547,Start
65632666,Ahmed Behzad (Bahrain),1063482737,Stub
65751314,Ammar Al Bannai,1231654401,Start
63913368,Aymen Tawfeeq Almoayed,1227286508,Start
4750890,Bakhtiyar Vahabzadeh,1249675761,C
74118304,Charles Carter (Bahamian journalist),1162793449,C
30612315,Eldar Namazov,1206211739,Start
63969137,Elshad Mirbashir oghlu,1194162044,C
74677674,Eugene Dupuch,1181612386,Start
31017866,Faisal al-Hamar,1218302538,Stub
66166950,Fuad Naghiyev,1248662296,Start
64192552,Harold Christie,1142294843,Start
52606355,Hasan Seyidov,1148385245,Stub
73749273,Hasan Seyidov (scientist),1198202282,Start
52592854,Huseyn Rahmanov,1106104383,Stub
72266644,Ikhtiyar Shirinov,1243510572,Stub
46951527,Isa bin Abdulrahman Al Hammadi,1098344827,Stub
67069030,Isa bin Ibrahim Al Khalifa,1146485875,Stub
31017985,Jameel Humadan,1148959062,Start
63507428,James Carmichael Smith (postmaster),1248344476,C
65056343,Jawad Fairooz,1177286981,Start
40897600,Joseph Robert Love,1177467150,C
31018024,Kamal Ahmed (politician),1215486840,Stub
77294368,Keith Bell (Bahamian politician),1243023554,Start
65664158,Khalid Almoayed,1215466172,Stub
65766828,Mahmood Al Bahrani,1161492589,Stub
19551770,Mammad agha Shahtakhtinski,1185599926,C
77294590,McKell Bonaby,1238577650,Stub
50373647,Mohamed Ali Hasan Ali,1006173162,Stub
66258739,Mohammed Isa Al Abbasi,1171757402,Stub
75252047,Movsum Samadov,1241255046,C
13522472,Nabeel bin Yaqub Al-Hamar,1159628135,Stub
72787223,Namig Nasrullayev,1158375491,Stub
15959186,Nazar Al Baharna,1241906132,Start
50497831,Nurali Yusifbayli,1243510541,Start
76585996,Pakesia Parker-Edgecombe,1226025677,Start
61498150,Parviz Shahbazov,1213858589,Start
